ID,Airline,Tail,ACPU_Version,KANDU_Version,Modem_Version,Aircraft_Type,Flight_Num,Departure_Airport,Arrival_Airport,Departure_Date_UTC,Arrival_Date_UTC,ASA_Mins,Theory_Availability,Actual_Time,Handoff_Time,Not_Connected_Time,Regulatory_Time,Out_Of_Network_Time,ACPU_Reset_Time,Ping_Availability,VTP_Ping_Availability,RTT_30,RTT_50,RTT_95,RTT_Average,Ux_Low_Rate,Ux_Median_Rate,Num_VTP_Resets,Num_VTP_Timeouts,Beams,HO_Success,HO_Failures,HO_Times,Forward_Link_Bytes,Reverse_Link_Bytes,GNMS_Forward_Link_Bytes,GNMS_Reverse_Link_Bytes,Modem_Forward_Link_Bytes,Modem_Reverse_Link_Bytes,Max_Num_Auth_Pass,Num_ACPU_Resets
9639139,DAL,N341DN,10.11.0,05.32.01,50.10.23.22,321-200,DAL2819,KMSP,KSLC,12/9/19 23:48,12/10/19 02:21,126,100,100,0,0,0,0,0,95.5,93.9,645,652,863,683,19.42,30.96,0,9,3,2,0,0,16067,1132.7,4723.5,540.9,15862.7,557.7,36,0
9641411,DAL,N312US,10.11.0,05.32.01,50.10.23.22,320-200,DAL797,KAUS,KJFK,12/10/19 00:20,12/10/19 03:18,160,100,100,0,0,0,0,0,98.8,98.3,641,646,682,651,46.67,48.23,0,1,1,0,0,,21623.5,2281.8,7445.8,1158.3,21578.9,1132.3,56,0
9639779,DAL,N324NB,10.11.0,05.32.01,50.10.23.22,319-100,DAL936,KSLC,KSFO,12/10/19 00:41,12/10/19 02:09,69,100,100,0,0,0,0,0,96.1,96.6,653,666,718,674,26.13,26.13,0,5,2,1,0,0,8785.2,861.6,2681.2,457.6,8739.7,425.9,36,0
9645069,DAL,N836DN,10.11.0,05.32.01,50.10.23.22,737-900,DAL2563,KDTW,KTPA,12/10/19 01:36,12/10/19 03:51,121,100,100,0,0,0,0,0,93.4,92,647,655,1107,716,23.49,31.08,0,7,1,0,0,,12781,622.5,1813.3,279.3,12627.2,309,23,0
9641489,DAL,N928DU,10.11.0,05.32.01,50.10.23.22,737-900,DAL2407,KMSP,KSLC,12/10/19 01:51,12/10/19 04:09,123,99.6,94.4,0,1.2,0,0.4,4,92.4,92.3,647,656,817,676,10.46,10.46,0,6,3,2,0,0,15682.5,936.9,4700.6,397.7,15588.2,466,38,1
9645429,DAL,N367NW,10.11.0,05.32.01,50.10.23.22,320-200,DAL2943,KSEA,KSAN,12/10/19 03:06,12/10/19 05:11,110,100,100,0,0,0,0,0,98.2,97.9,634,670,1225,740,5.02,5.02,0,4,3,2,0,60,13215,468.8,3238.5,235.1,13068.4,235.2,27,0
9643753,DAL,N324NB,10.11.0,05.32.01,50.10.23.22,319-100,DAL2416,KSLC,KSFO,12/10/19 05:55,12/10/19 07:29,79,100,100,0,0,0,0,0,98.3,97.9,648,658,1167,721,18.44,18.44,0,4,2,1,0,0,7665.9,262.6,765.5,156.7,7627.8,125.1,11,0
9649831,DAL,N920DU,10.11.0,05.32.01,50.10.23.22,737-900,DAL1329,KDTW,KTPA,12/10/19 12:57,12/10/19 15:19,128,100,100,0,0,0,0,0,98.7,99.2,653,664,1156,733,22.32,27.09,0,1,1,0,0,,13346.9,588.5,1951.1,297.5,13476.2,292.9,16,0
9651975,DAL,N382DA,10.11.0,05.32.01,50.10.23.22,737-800,DAL2795,KMSP,KSLC,12/10/19 14:38,12/10/19 16:54,118,100,98.7,0,1.3,0,0,0,91.3,91.3,646,651,702,658,22.96,32.87,0,16,3,2,0,60,13194.1,1378.6,2604.2,605,13070.7,651.9,41,0
9652283,DAL,N903DN,10.11.0,05.32.01,50.10.23.22,737-900,DAL1314,KDTW,KTPA,12/10/19 15:30,12/10/19 17:59,129,100,100,0,0,0,0,0,97.7,97.4,649,655,962,706,32.13,39.63,0,0,1,0,0,,12754.1,998.5,1032.3,424.2,12632.4,481.8,15,0
9651939,DAL,N320US,10.11.0,05.32.01,50.10.23.22,320-200,DAL1972,KAUS,KJFK,12/10/19 15:35,12/10/19 18:34,161,100,100,0,0,0,0,0,98.5,98.5,644,650,686,660,9,26.94,0,2,1,0,0,,28353.6,4558.3,14084.8,2397.1,28185.4,2376.2,58,0
9652343,DAL,N338NW,10.11.0,05.32.01,50.10.23.22,320-200,DAL1079,KSEA,KSAN,12/10/19 15:50,12/10/19 18:14,122,100,100,0,0,0,0,0,97,98.6,645,664,1057,720,0.62,13.68,0,4,3,2,0,60,14263.4,555,3246.4,260.8,14341,274,17,0
9653435,DAL,N318NB,10.11.0,05.32.01,50.10.23.22,319-100,DAL1390,KSLC,KSFO,12/10/19 15:57,12/10/19 17:29,73,100,100,0,0,0,0,0,97.7,97.3,650,665,691,666,42.03,42.03,0,4,3,2,0,60,9569.7,1080.4,3123.2,548.2,9471.8,536.7,30,0
9656279,DAL,N332NB,10.11.0,05.32.01,50.10.23.22,319-100,DAL2020,KSEA,KSAN,12/10/19 17:48,12/10/19 20:11,127,100,100,0,0,0,0,0,97.6,97.7,632,656,845,683,2.25,8.89,0,6,3,2,0,60,15110.9,1310.6,3753.8,659.3,15177.6,644.2,17,0
9653983,DAL,N824DN,10.11.0,05.32.01,50.10.23.22,737-900,DAL434,KMSP,KSLC,12/10/19 18:08,12/10/19 20:30,126,100,100,0,0,0,0,0,96.8,97.4,645,652,825,669,24.97,38.89,0,2,3,2,0,60,14022,1313,2717.5,639,13918.9,654.6,34,0
9654321,DAL,N851DN,10.11.0,05.32.01,50.10.23.22,737-900,DAL2342,KDTW,KTPA,12/10/19 18:18,12/10/19 20:43,130,100,100,0,0,0,0,0,92.5,92.2,652,665,1405,850,37.69,40.16,0,7,1,0,0,,14523.1,555.3,2745.4,268.3,14402.1,275.3,17,0
9658073,DAL,N110DU,10.11.0,05.32.01,50.10.23.22,220-100,DAL522,KSLC,KSFO,12/10/19 18:51,12/10/19 20:24,74,100,100,0,0,0,0,0,95.9,97.3,651,665,690,667,56.75,56.75,0,6,3,2,0,0,8791.3,980.8,2338.9,534,8778,481.1,25,0
9657347,DAL,N343NW,10.11.0,05.32.01,50.10.23.22,320-200,DAL2355,KAUS,KJFK,12/10/19 19:38,12/10/19 22:34,151,100,100,0,0,0,0,0,100,98.5,644,650,691,655,19.97,26.12,0,0,1,0,0,,27772.2,4413.4,18112.9,2473.4,27954.6,2295,69,0
9660647,DAL,N367NW,10.11.0,05.32.01,50.10.23.22,320-200,DAL348,KSEA,KSAN,12/10/19 20:01,12/10/19 22:21,123,100,100,0,0,0,0,0,99.2,98.6,641,665,768,674,20.33,22.43,0,2,3,2,0,60,14227.4,698.5,3075.7,346.9,14117.5,345.7,28,0
9668177,DAL,N915DU,10.11.0,05.32.01,50.10.23.22,737-900,DAL1621,KDTW,KTPA,12/10/19 21:21,12/10/19 23:43,129,100,100,0,0,0,0,0,96.4,97.9,646,655,794,683,56.11,56.42,0,0,1,0,0,,15218.4,953.1,3647.9,475,15215.7,467.7,30,0
9658605,DAL,N318NB,10.11.0,05.32.01,50.10.23.22,319-100,DAL1241,KSLC,KSFO,12/10/19 22:10,12/10/19 23:42,76,100,100,0,0,0,0,0,99.1,98.7,654,667,726,671,45.07,45.07,0,2,3,2,0,0,7708,452.5,827,214.1,7702.4,224.8,17,0
9661695,DAL,N324DX,10.11.0,05.32.01,50.10.23.22,321-200,DAL2819,KMSP,KSLC,12/10/19 23:41,12/11/19 02:09,129,100,100,0,0,0,0,0,94.6,91.2,647,654,728,662,25.84,40.58,0,8,3,2,0,0,15047.3,1696.8,3272.3,699,14962.8,857.5,44,0
9663437,DAL,N378NW,10.11.0,05.32.01,50.10.23.22,320-200,DAL797,KAUS,KJFK,12/11/19 00:06,12/11/19 02:59,156,100,100,0,0,0,0,0,98.7,96.6,639,645,678,651,51.84,53.75,0,2,1,0,0,,22349.4,3663.5,8926.8,1844.3,22332.5,1819.8,58,0
9662323,DAL,N323NB,10.11.0,05.32.01,50.10.23.22,319-100,DAL936,KSLC,KSFO,12/11/19 00:25,12/11/19 02:07,87,100,100,0,0,0,0,0,98.9,98.1,632,637,792,664,23.53,23.53,0,2,2,1,0,0,13608.3,1843.4,5534.2,889.2,13584.6,917.5,42,0
9664217,DAL,N361NW,10.11.0,05.32.01,50.10.23.22,320-200,DAL1192,KSEA,KSAN,12/11/19 00:27,12/11/19 02:45,123,100,100,0,0,0,0,0,97.6,97.6,638,655,733,672,9.52,12.82,0,5,3,2,0,0,13447.3,1868.7,2214.4,932.9,13319.3,930.7,15,0
9663931,DAL,N921DU,10.11.0,05.32.01,50.10.23.22,737-900,DAL2407,KMSP,KSLC,12/11/19 01:56,12/11/19 04:28,133,100,98.1,0.8,1.1,0,0,0,89.7,91.5,646,655,820,679,10.23,23.65,0,14,3,2,0,60,16219.5,926.1,3665.8,293.2,15955.1,454.8,38,0
9666881,DAL,N846DN,10.11.0,05.32.01,50.10.23.22,737-900,DAL2563,KDTW,KTPA,12/11/19 02:10,12/11/19 04:33,128,100,100,0,0,0,0,0,98.4,98.7,649,658,935,691,39.51,48.33,0,3,1,0,0,,15093.4,816.2,3535.6,400.5,14954.8,400.1,25,0
9673919,DAL,N367NW,10.11.0,05.32.01,50.10.23.22,320-200,DAL2943,KSEA,KSAN,12/11/19 03:14,12/11/19 05:32,123,100,100,0,0,0,0,0,97.6,97.1,654,670,1342,779,7.47,14.55,0,7,3,2,0,0,15450.9,465.9,4347.4,230,15324.7,229.2,15,0
9666145,DAL,N347NB,10.11.0,05.32.01,50.10.23.22,319-100,DAL2416,KSLC,KSFO,12/11/19 06:04,12/11/19 07:34,73,100,100,0,0,0,0,0,96.3,96.3,657,672,1199,721,64.66,64.66,0,6,3,2,0,60,7623.2,325.7,986.1,161.8,7486,154.1,14,0
9672725,DAL,N817DN,10.11.0,05.32.01,50.10.23.22,737-900,DAL1329,KDTW,KTPA,12/11/19 13:10,12/11/19 15:33,123,100,100,0,0,0,0,0,97.8,95.7,650,658,1212,767,18.4,38.12,0,3,1,0,0,,14445.7,937.1,3230.3,414.1,14298.7,466.9,26,0
9675537,DAL,N355NW,10.11.0,05.32.01,50.10.23.22,320-200,DAL1972,KAUS,KJFK,12/11/19 14:15,12/11/19 17:11,157,100,100,0,0,0,0,0,97.2,98.1,644,649,689,653,29.81,31.2,0,2,1,0,0,,29296.4,5044.8,16447.8,2850.8,29445.5,2831.3,75,0
9674991,DAL,N376DA,10.11.0,05.32.01,50.10.23.22,737-800,DAL2795,KMSP,KSLC,12/11/19 14:36,12/11/19 17:05,131,100,99.6,0,0.4,0,0,0,90.1,89.7,644,651,1359,751,29.95,34.6,0,10,3,2,0,0,14282,1506.2,2475.8,652.5,14255.7,747.1,38,0
9675031,DAL,N846DN,10.11.0,05.32.01,50.10.23.22,737-900,DAL1314,KDTW,KTPA,12/11/19 15:17,12/11/19 17:40,127,100,100,0,0,0,0,0,98.4,97.4,645,651,724,665,45.54,46.75,0,0,1,0,0,,14185.4,888.1,2764.6,482,14002.6,443,25,0
9676189,DAL,N358NB,10.11.0,05.32.01,50.10.23.22,319-100,DAL1390,KSLC,KSFO,12/11/19 15:38,12/11/19 17:11,77,100,100,0,0,0,0,0,98.3,98.3,662,669,932,692,27.51,27.51,0,3,3,2,0,0,8704.9,521.4,1802.3,308.5,8548.2,257.2,21,0
9675871,DAL,N338NW,10.11.0,05.32.01,50.10.23.22,320-200,DAL1079,KSEA,KSAN,12/11/19 15:45,12/11/19 17:48,109,100,99.1,0,0.9,0,0,0,93.3,93.3,675,697,1291,825,0.44,0.62,0,13,3,2,0,30,10764.9,388.7,884,215.1,10609,194.8,19,0
9679543,DAL,N803DN,10.11.0,05.32.01,50.10.23.22,737-900,DAL434,KMSP,KSLC,12/11/19 17:52,12/11/19 20:21,133,100,86.3,0.8,12.9,0,0,0,66.4,64.2,653,670,908,732,11.14,26.98,0,51,3,2,0,150,13871.3,715.2,2435.7,318.7,13768,364.8,30,0
9679913,DAL,N899DN,10.11.0,05.32.01,50.10.23.22,737-900,DAL2342,KDTW,KTPA,12/11/19 18:15,12/11/19 20:35,124,100,99.9,0,0.1,0,0,0,86.8,84.4,649,660,1409,825,50.37,50.37,0,15,1,0,0,,12592.7,1839.8,1873.8,708.3,12473.2,899.4,21,0
9679825,DAL,N352NB,10.11.0,05.32.01,50.10.23.22,319-100,DAL2020,KSEA,KSAN,12/11/19 18:36,12/11/19 20:39,108,100,100,0,0,0,0,0,98.1,96.9,643,664,772,677,20.97,22.3,0,6,3,2,0,60,11657.2,433.8,1815.4,243.4,11581.8,211.8,18,0
9680095,DAL,N114DU,10.11.0,05.32.01,50.10.23.22,220-100,DAL522,KSLC,KSFO,12/11/19 19:36,12/11/19 21:08,73,100,100,0,0,0,0,0,97.7,96.8,674,684,878,705,50.95,50.95,0,5,3,2,0,0,10225.2,325.2,4972.2,188.3,10429.6,166.7,16,0
9679417,DAL,N324US,10.11.0,05.32.01,50.10.23.22,320-200,DAL348,KSEA,KSAN,12/11/19 19:55,12/11/19 21:59,110,100,99.5,0,0.5,0,0,0,97.6,95.8,648,665,832,682,27.17,27.17,0,3,3,2,0,0,12206.4,632.6,1994.9,276.7,12073.7,311.3,18,0
9683423,DAL,N320US,10.11.0,05.32.01,50.10.23.22,320-200,DAL2355,KAUS,KJFK,12/11/19 20:25,12/11/19 23:31,169,100,97.9,0,2.1,0,0,0,84.5,83.9,649,656,703,664,24.32,45.97,0,20,1,0,0,,26947.8,6576.8,12409.3,4041.8,26957.7,4255.9,61,0
9682369,DAL,N817DN,10.11.0,05.32.01,50.10.23.22,737-900,DAL1621,KDTW,KTPA,12/11/19 21:21,12/11/19 23:35,114,99.1,76.8,0,9.3,0,0.9,13.1,64.7,57.3,662,673,2137,830,24.02,24.02,0,48,1,0,0,,9729.7,172.9,694.6,111.3,10493.7,87.4,18,1
9683137,DAL,N358NB,10.11.0,05.32.01,50.10.23.22,319-100,DAL1241,KSLC,KSFO,12/11/19 22:59,12/12/19 00:29,73,100,100,0,0,0,0,0,97.3,96.8,662,674,805,691,,,0,6,3,2,0,0,9719.8,486.4,2252.7,172.6,9772.8,244.4,30,0
9684063,DAL,N388DN,10.11.0,05.32.01,50.10.23.22,321-200,DAL2819,KMSP,KSLC,12/11/19 23:52,12/12/19 02:23,135,100,78.1,1.5,20.5,0,0,0,65.5,62.5,646,655,942,694,,,0,14,3,2,0,150,17466.5,2255.6,5123.4,795.2,17522,1119.6,47,0
9684309,DAL,N335NW,10.11.0,05.32.01,50.10.23.22,320-200,DAL1192,KSEA,KSAN,12/11/19 23:56,12/12/19 02:04,113,100,100,0,0,0,0,0,96.4,95.5,640,663,713,673,6.17,21.37,0,8,3,2,0,0,15820.4,941.3,5536.5,502.3,15814.3,471,42,0
9686371,DAL,N348NW,10.11.0,05.32.01,50.10.23.22,320-200,DAL797,KAUS,KJFK,12/12/19 00:15,12/12/19 03:16,168,100,100,0,0,0,0,0,99.4,99,647,653,708,663,28.3,36.68,0,1,1,0,0,,35132.8,5285.1,20594.8,3166.8,35194.9,3117.4,91,0
9684753,DAL,N322NB,10.11.0,05.32.01,50.10.23.22,319-100,DAL936,KSLC,KSFO,12/12/19 00:29,12/12/19 02:02,72,100,100,0,0,0,0,0,96.3,97.3,651,668,813,693,43.77,43.77,0,4,3,2,0,120,7920.9,542.2,1329.3,274.7,7747.7,271.3,19,0
9687883,DAL,N861DN,10.11.0,05.32.01,50.10.23.22,737-900,DAL2563,KDTW,KTPA,12/12/19 01:36,12/12/19 03:42,113,100,68.8,0,31.2,0,0,0,35.9,35.4,664,675,1889,859,20.5,20.5,0,34,1,0,0,,10009,144.1,496.7,42.7,9912.7,73.7,18,0
9687879,DAL,N909DN,10.11.0,05.32.01,50.10.23.22,737-900,DAL2407,KMSP,KSLC,12/12/19 01:49,12/12/19 04:21,134,100,100,0,0,0,0,0,97.3,96.5,652,662,843,687,32.39,40.7,0,3,3,2,0,0,19337.2,909,6859.4,487.7,19116.4,454.2,35,0
9689125,DAL,N324US,10.11.0,05.32.01,50.10.23.22,320-200,DAL2943,KSEA,KSAN,12/12/19 03:05,12/12/19 05:09,110,100,100,0,0,0,0,0,98.5,97.6,639,661,806,672,2.45,7.52,0,4,3,2,0,0,11289.1,456.1,1349.7,265.8,11223.9,227.3,31,0
9689269,DAL,N322NB,10.11.0,05.32.01,50.10.23.22,319-100,DAL2416,KSLC,KSFO,12/12/19 05:57,12/12/19 07:35,83,100,100,0,0,0,0,0,98.4,97.6,664,674,796,691,57.96,57.96,0,4,3,2,0,0,8136.7,356.1,875.7,177.4,8146.4,170.2,11,0
9694891,DAL,N835DN,10.11.0,05.32.01,50.10.23.22,737-900,DAL1329,KDTW,KTPA,12/12/19 13:06,12/12/19 15:22,113,100,100,0,0,0,0,0,97.3,95.9,661,671,743,683,7.43,23.16,0,0,1,0,0,,12294.3,428.5,2010.7,208.3,12138.4,213.8,28,0
9705373,DAL,N370NW,10.11.0,05.32.01,50.10.23.22,320-200,DAL1972,KAUS,KJFK,12/12/19 14:14,12/12/19 17:11,163,100,100,0,0,0,0,0,92.4,93.5,645,651,714,659,22.26,41.55,0,2,1,0,0,,23931.8,1613.4,9124.8,730.4,23660.5,811.1,46,0
9697925,DAL,N3763D,10.11.0,05.32.01,50.10.23.22,737-800,DAL2795,KMSP,KSLC,12/12/19 14:58,12/12/19 17:26,131,100,100,0,0,0,0,0,80.9,79.9,651,667,1136,750,14.1,21.61,0,34,3,2,0,0,16154.2,2093.8,4684.4,658.2,15971.9,1006.5,33,0
9697947,DAL,N861DN,10.11.0,05.32.01,50.10.23.22,737-900,DAL1314,KDTW,KTPA,12/12/19 15:20,12/12/19 17:33,117,99.1,71.8,0,12.4,0,0.9,14.9,46.8,43.2,651,667,927,697,,,0,46,1,0,0,,9413.3,271.6,642.3,111.5,10708.4,140.3,32,1
9697123,DAL,N337NB,10.11.0,05.32.01,50.10.23.22,319-100,DAL1390,KSLC,KSFO,12/12/19 15:53,12/12/19 17:32,81,100,100,0,0,0,0,0,96.7,97.5,657,673,1064,719,47.34,47.34,0,6,3,2,0,0,9252.9,846.5,2228.3,426.7,9220.7,422.9,14,0
9701527,DAL,N367NW,10.11.0,05.32.01,50.10.23.22,320-200,DAL1079,KSEA,KSAN,12/12/19 16:20,12/12/19 18:28,113,100,100,0,0,0,0,0,97.6,97.1,634,666,874,684,9.8,14.75,0,5,3,2,0,60,12003.8,810.9,1830.7,427.3,11869.6,402.1,30,0
9699715,DAL,N655DL,10.11.0,05.32.01,50.10.23.22,757-200,DAL8945,KMSP,KSLC,12/12/19 17:10,12/12/19 19:38,132,99.2,92.1,0,3,0,0.8,4.1,67.8,63.6,651,661,760,689,8.75,8.75,0,52,3,2,0,0,15788.6,738.3,6076,367.2,16226.8,373.1,35,1
9701383,DAL,N359NB,10.11.0,05.32.01,50.10.23.22,319-100,DAL2020,KSEA,KSAN,12/12/19 17:49,12/12/19 19:57,113,100,100,0,0,0,0,0,98.2,97.1,640,655,698,665,0.41,8.82,0,5,3,2,0,0,13028.3,1328.1,2581.2,702,12770.7,655.2,23,0
9701511,DAL,N851DN,10.11.0,05.32.01,50.10.23.22,737-900,DAL2342,KDTW,KTPA,12/12/19 18:05,12/12/19 20:20,118,100,97.9,0,2.1,0,0,0,69.9,64.8,662,674,1266,790,0.22,23.12,0,63,1,0,0,,11538.6,357.4,628.3,112.8,11357.4,177.2,16,0
9704359,DAL,N928DU,10.11.0,05.32.01,50.10.23.22,737-900,DAL434,KMSP,KSLC,12/12/19 18:56,12/12/19 21:19,127,100,94.4,0,5.6,0,0,0,70,67.9,646,656,928,707,16.82,16.82,0,32,3,2,0,0,14173.1,1690.5,3610.4,780.4,14010.3,830.3,46,0
9702605,DAL,N104DU,10.11.0,05.32.01,50.10.23.22,220-100,DAL522,KSLC,KSFO,12/12/19 19:25,12/12/19 21:18,92,99.5,83.2,0,0.5,0,0.5,15.7,97,97.4,676,691,1029,734,,,0,3,3,2,0,0,9413.8,363.2,2269,188.3,10283.7,183.8,20,1
9706995,DAL,N355NW,10.11.0,05.32.01,50.10.23.22,320-200,DAL2355,KAUS,KJFK,12/12/19 19:46,12/12/19 22:53,167,98.8,36.9,2.7,39.9,0,1.2,19.4,21.7,20.9,659,670,1128,745,19.92,19.92,0,22,1,0,1,273,12180.2,238,1453,145,13631.4,119,14,2
9704279,DAL,N324US,10.11.0,05.32.01,50.10.23.22,320-200,DAL348,KSEA,KSAN,12/12/19 19:49,12/12/19 22:00,114,100,100,0,0,0,0,0,98,98.2,638,664,833,687,4.42,17.3,0,4,3,2,0,0,12646.1,633.1,2072.4,342.1,12502,317.8,25,0
9705449,DAL,N860DN,10.11.0,05.32.01,50.10.23.22,737-900,DAL1621,KDTW,KTPA,12/12/19 21:17,12/12/19 23:33,118,100,100,0,0,0,0,0,98.9,98,648,656,1274,742,34.18,35.66,0,1,1,0,0,,14906.5,3796,4669.7,1787.4,14759,1807.8,48,0
9704515,DAL,N337NB,10.11.0,05.32.01,50.10.23.22,319-100,DAL1241,KSLC,KSFO,12/12/19 22:09,12/12/19 23:51,86,100,99.1,0,0.9,0,0,0,96.8,93.7,667,678,894,702,51.78,51.78,0,6,3,2,0,0,9052.2,625.6,1481.5,324,9072.2,307.4,19,0
9710179,DAL,N396DN,10.11.0,05.32.01,50.10.23.22,321-200,DAL2819,KMSP,KSLC,12/12/19 23:46,12/13/19 02:21,126,99.2,33.5,1.6,50,0,0.8,14.1,33.4,32.5,639,648,677,652,32.43,32.43,0,0,2,1,0,150,9035,288.4,794.1,308.3,10169.1,153.1,18,1
9707113,DAL,N338NW,10.11.0,05.32.01,50.10.23.22,320-200,DAL1192,KSEA,KSAN,12/12/19 23:54,12/13/19 01:59,109,100,100,0,0,0,0,0,97.9,96.6,635,658,1086,697,8.84,8.84,0,4,3,2,0,60,13118,583.4,3271.2,289.5,12883,291.9,29,0
9716891,DAL,N349NW,10.11.0,05.32.01,50.10.23.22,320-200,DAL797,KAUS,KJFK,12/13/19 00:14,12/13/19 03:20,167,99.1,61.9,1.8,19.5,0,0.9,15.9,28.3,23.7,667,676,726,688,,,0,76,1,1,1,210,12568.7,121.3,161.3,27.4,13190.6,65.9,7,3
9707687,DAL,N321NB,10.11.0,05.32.01,50.10.23.22,319-100,DAL936,KSLC,KSFO,12/13/19 00:45,12/13/19 02:36,90,100,100,0,0,0,0,0,98.5,98.5,656,668,700,667,54.17,54.17,0,2,3,2,0,0,12393.4,901,4490.6,526.1,12322.6,452.4,35,0
9712117,DAL,N811DZ,10.11.0,05.32.01,50.10.23.22,737-900,DAL2563,KDTW,KTPA,12/13/19 02:03,12/13/19 04:24,122,100,100,0,0,0,0,0,97,97.8,646,652,1014,695,15.33,27.66,0,3,1,0,0,,15545.2,1271.8,4526.8,593.6,15451.2,634,45,0
9715833,DAL,N819DN,10.11.0,05.32.01,50.10.23.22,737-900,DAL2407,KMSP,KSLC,12/13/19 02:12,12/13/19 04:33,129,100,100,0,0,0,0,0,97.4,97.2,646,652,886,679,34.43,41.67,0,6,3,2,0,0,15471.2,1311.2,4132.6,678.2,15326.7,653.2,50,0
9715461,DAL,N324US,10.11.0,05.32.01,50.10.23.22,320-200,DAL2943,KSEA,KSAN,12/13/19 03:10,12/13/19 05:13,110,100,100,0,0,0,0,0,97.6,96.6,655,668,912,693,7.37,9.21,0,2,3,2,0,0,12841.8,666.4,3068.2,391.3,12659.5,333.2,38,0